date,title,description,coding,second coding
2024-11-26,Auto industry's shift toward EVs is expected to go on despite Trump threat to kill tax credits,"If President-elect Donald Trump makes good on his threat to kill federal tax credits for electric vehicle purchases, it’s likely that fewer buyers will choose EVs",Electric Vehicles,
2024-11-26,Bankruptcy judge orders new hearing in The Onion’s bid for Alex Jones’ Infowars,A bankruptcy judge delayed a hearing in conspiracy theorist Alex Jones’ effort to stop the satirical news outlet The Onion from buying Infowars.,Politics,
2024-11-26,Trump Will Break the Federal Government. The Washington Monthly Can Fix It.,"To break the MAGA stranglehold on the White House, the Senate, and the House, America needs good ideas that can win elections and make government work. That’s where the Monthly comes in.The post Trump Will Break the Federal Government. The Washington Monthly…",Politics,
2024-11-26,Make America Healthy Again: An Unconventional Movement That May Have Found Its Moment,"Nonmainstream doctors and leaders in health business are wielding serious muscle in shaping the incoming Trump administration’s health policies and challenging prevailing thinking on public health, disease prevention, and chronic illness.",Politics,
2024-11-26,We need to start wrestling with the ethics of AI agents,"Generative AI models have become remarkably good at conversing with us, and creating images, videos, and music for us, but they’re not all that good at doing things for us.  AI agents promise to change that. Think of them as AI models with a script and a purp…",X,
2024-11-26,The Impossible Story of Commumism,David A. BellHow do you tell the history of a global movement in all its hope and contradiction?The post The Impossible Story of Commumism appeared first on The Nation.,Politics,
2024-11-26,The Democrats Will Keep Losing Until They Solve Their Plutocracy Problem,Jeet HeerThe party’s habitual deference to big donors makes it impossible to effectively oppose Trumpism.The post The Democrats Will Keep Losing Until They Solve Their Plutocracy Problem appeared first on The Nation.,Politics,
2024-11-26,Auto industry's shift toward EVs is expected to go on despite Trump threat to kill tax credits,"If President-elect Donald Trump makes good on his threat to kill federal tax credits for electric vehicle purchases, it’s likely that fewer buyers will choose EVs. Yet tax credits or not, auto companies show no intention of retreating from a transition away f…",Electric Vehicles,
2024-11-26,Auto industry's shift toward EVs expected to go on despite Trump threat,"If President-elect Donald Trump makes good on his threat to kill federal tax credits for electric vehicle purchases, it’s likely that fewer buyers will choose EVs",Electric Vehicles,
2024-11-26,Gavin Newsom Sparks Anger With Proposed Tesla Move: 'Insane',"Tesla CEO Elon Musk has reacted with fury to reports that California Governor Gavin Newsom could exclude his company from a state-funded electric vehicle tax credit program.According to Reuters, President-elect Donald Trump's incoming administration plans to…",Politics,
2024-11-26,Seth Meyers Spots How Trump Is Getting A Taste Of His Own Medicine,"""Nothing’s making me feel better than the fact that Donald Trump finally got his own Donald Trump,” said the “Late Night” host.",Association with Trump,
2024-11-26,U.S. CISA adds Array Networks AG and vxAG ArrayOS flaw to its Known Exploited Vulnerabilities catalog,U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds Array Networks AG and vxAG ArrayOS flaw to its Known Exploited Vulnerabilities catalog. The U.S. Cybersecurity and Infrastructure Security Agency (CISA) added the Array Networks AG and vxAG Arr…,Side Ventures,
2024-11-26,The Weirdest Way To Get Really Rich Quickly In Crypto,"Crypto markets are going wild.Bitcoin (BTC) is breaking records, and dozens of little cryptos are doubling and tripling almost overnight.Peanut the Squirrel (PNUT) has surged 2,700% since Election Day. A token inspired by Elon Musk’s “Department of Governme…",Side Ventures,
2024-11-26,"Elon Musk Stuns Fans With Wild Claim He’s “3,000 Year Old Time-Travelling Alien” With Weird Photo","""Full disclosure, I'm actually a 3,000-year-old vampire. It's such a trial assuming these false identities over the centuries!""The post Elon Musk Stuns Fans With Wild Claim He’s “3,000 Year Old Time-Travelling Alien” With Weird Photo first appeared on Bored …",Side Ventures,
2024-11-26,Social media companies won’t be able to compel people to provide digital or government-issued ID to verify age,"Big tech platforms won’t be able to compel people to provide digital ID or government-issued identification documents such as a passport, when verifying age for social media accounts.",X,
2024-11-26,Elon Musk says human-piloted fighter jets like the F-35 are obsolete. Drone tech can't yet fill the gap,"The F-35 is the US military's most advanced fifth-generation fighter, but some tech leaders like Elon Musk argue that drones are making jets like this obsolete.US Navy photo by Mass Communication Specialist 3rd Class August ClawsonElon Musk criticized the F…",Side Ventures,
2024-11-26,'Some idiots are still building F-35': Why is Elon Musk calling world's most-advanced fighter jet 'obsolete'?,"Tech billionaire Elon Musk, tasked by US President-elect Donald Trump to reduce federal spending, criticised the F-35 fighter jet, calling it outdated in the era of drones. Musk argued that manned jets are costly and risky, while reusable drones are the futur…",Politics,
2024-11-26,Why some book fans are leaving Amazon-owned Goodreads in wake of the U.S. election,"Hold onto your book reviews, because X isn't the only app that some users are ditching in the wake of the U.S. election. Some readers say they've left Goodreads, a popular platform for tracking and reviewing books, in favour of The StoryGraph, coined as an ""A…",Politics,
2024-11-26,Elon Musk says human-piloted fighter jets like the F-35 are obsolete. Drone tech can't yet fill the gap.,"The Tesla CEO went after the F-35, calling crewed fighter jets ""obsolete in the age of drones,"" but uncrewed technology isn't there yet.",Side Ventures,
2024-11-26,"Biden administration spent nearly $400,000 interviewing transgender people in India","President Joe Biden’s Department of Health and Human Services spent six figures paying Drexel University researchers to interview transgender people in India, according to federal records. Between March 2021 and February 2024, HHS paid out $389,087 to a team …",Politics,
2024-11-26,"How Trump’s tariff on this pain killer could save nearly 100,000 Americans and Elon Musk is psyched about it","Donald Trump’s pledge to impose significant tariffs on goods from China, Mexico, and Canada is part of his broader strategy to curb illegal drug trafficking, particularly fentanyl. The tariffs will remain until these countries take decisive actions against th…",Association with Trump,
2024-11-26,Auto industry's shift toward EVs is expected to go on despite Trump threat to kill tax credits,Trump plans to scrap EV tax credits. Automakers remain committed to electric vehicles.  Companies have invested billions in EV technology.  Trump claims EV credits benefit China.  The credits may be difficult to remove.  Automakers believe the transition to E…,Electric Vehicles,
2024-11-26,Elon Musk: The vulgar pun on Merkel – “Who is this Angela Merkin”,"Germany's former chancellor expressed concern that the billionaire now holds such a high office - The word ""merkin"" stands for perukini but is also used to describe the ephemeralThe post Elon Musk: The vulgar pun on Merkel – “Who is this Angela Merkin” appea…",Politics,
2024-11-26,Elon Musk's Side Ventures To Launch New Feasibility Trial With Brain Implant And Robotic Arm,"Elon Musk‘s company, Side Ventures, is set to initiate a new feasibility trial involving its innovative brain implant technology and a robotic arm. This trial aims to explore the safety and effectiveness of Side Ventures’s wireless brain-computer interface and surgic…",Side Ventures,
2024-11-26,Comedian Ben Gleib + “The Mooch” Anthony Scaramucci,"Comedian Ben Gleib returns to the show and they open by talking about a hiking trail 'Karen' in Colorado, the great magnet that connects all of Adam's pizza orders, and the hot dog options at Crypto.com Arena.Next, Jason 'Mayhem' Miller joins to read the ne…",Politics,
2024-11-26,Supreme Court rejects plea for reverting to ballots in elections,"The Supreme Court dismissed a plea to revert to ballot paper voting, highlighting the irony of EVM tampering claims arising only from election losers. The petitioner, K A Paul, argued for disqualification of candidates involved in voter inducement and a frame…",Politics,
2024-11-26,Bluesky Faces EU Scrutiny Over Disclosure Failures,"The European Commission, the EU's executive body, had contacted the 27 national governments to check ""if they can find any trace of Bluesky,"" including locating an EU-based office.",Politics,
2024-11-26,"Oh, nothing, just Elon claiming he's a 3000 year old time traveler (possible nsfw content on page) [Dumbass]","Oh, nothing, just Elon claiming he's a 3000 year old time traveler (possible nsfw content on page)",Side Ventures,
2024-11-26,Elon Musk’s Side Ventures to test if its brain implant can control a robotic arm,Elon Musk’s Side Ventures has said it’s about to begin testing a technology that could enable someone with paralysis to control a robotic arm with their thoughts.,Side Ventures,
2024-11-26,Bluesky too opaque about user figures for Euro watchdogs,"X rival also under fire for failing to designate legal representative The Bluesky social network is not yet big enough to be considered ""Very Large Online Platform"" subject to special obligations under Europe's Digital Services Act (DSA) – but it's already ha…",X,
2024-11-26,"Kim Kardashian stirs controversy by pairing lingerie with holy rosary, netizens call it' blatant disrespect'. See pics","American reality show star Kim Kardashian knows how to make waves online with her bold fashion statements. However, the model whose shapewear/clothing brand SKIMS partnered with luxury fashion house Dolce & Gabbana for a new collection, was lambasted on socia…",Side Ventures,
2024-11-26,9 Critical Telecom Trends In 2025: What Industry Leaders Need To Know,"Explore the game-changing telecom trends of 2025, from AI-powered networks to holographic communications and satellite broadband revolution.",Space Exploration,
2024-11-26,Threads may soon get this highly requested feature,Mark Zuckerberg has announced a feature that users have been requesting for since the platform launched in 2023. Read more...,Side Ventures,
2024-11-26,"Google, Meta urge Australia to delay bill on social media ban for children","SYDNEY — Google and Facebook-owner Meta Platforms urged the Australian government on Tuesday to delay a bill that will ban most forms of social media for children under 16, saying more time was needed to assess its potential impact.Prime Minister Anthony A…",Politics,
2024-11-26,Fencing the Ocean: Australia’s Social Media Safety Bill,"The Australian government is being run ragged in various quarters.  When ragged, such a beast is bound to seek a distraction. And what better than finding a vulnerable group, preferably children, to feel outraged and noble about? The Albanese government, arme…",Politics,
2024-11-26,"Dogecoin is a Joke, So What Explains Its Rally?","Rockets aren’t the only thing Elon Musk is sending into the stratosphere. After a three-year plummet, Dogecoin is blasting off again, jumping 250% since the election of Donald Trump – part of a broader wave of optimism in the industry, due to Trump’s courting…",Association with Trump,
2024-11-26,"Tesla would likely be excluded from new California EV tax credits, governor's office says","California may revise its electric vehicle tax credit program.  The change depends on a federal tax credit decision.  Tesla could be excluded, affecting its stock price. CEO Elon Musk opposes the potential exclusion. California aims to support electric vehicl…",Electric Vehicles,
2024-11-26,"Warren Buffett donates $1.1 billion worth Berkshire Hathaway stock, outlines succession plan for $147 billion fortune",Warren Buffett donated over $1.1 billion in Berkshire Hathaway stock to family foundations on November 25. He also detailed plans for distribution of the $147.4 billion fortune after his death.,Side Ventures,
2024-11-26,Thai police arrested Chinese hackers involved in SMS blaster attacks,"Thai authorities arrested fraud gangs in Bangkok for SMS blaster attacks, they used fake cell towers to send thousands of malicious SMS messages to nearby phones. Thai authorities arrested members of two Chinese cybercrime organizations, one of these groups c…",Side Ventures,
2024-11-26,Bluesky verification could look a lot different from X’s blue checks,"The rapidly growing social networking startup Bluesky, a Twitter/X alternative built on open web principles, revealed in a livestream on Monday how its approach to user account verification will differ from existing services, like Meta and X. While traditiona…",X,
2024-11-26,Elon Musk’s Side Ventures to test if its brain implant can control a robotic arm,Elon Musk’s Side Ventures has said it’s about to begin testing a technology that could enable someone with paralysis to control a robotic arm with their thoughts.,Side Ventures,
